instance,n,M,mode,status,obj,bound,gap_pct,time_s,nodes,nvars,nconstr
ht1_2-15_0.6_0.6_3,15,2,mix,OPTIMAL,62.5655,62.5655,0.00,75.53,135029,600,1079
ht1_2-15_0.6_0.6_3,15,3,pbatch,OPTIMAL,27.8746,27.8746,0.00,0.52,388,930,1604
ht1_2-15_0.6_0.6_3,15,3,mix,OPTIMAL,40.5545,40.5545,0.00,24.76,29102,885,1604
ht1_2-15_0.6_0.6_3,15,4,pbatch,OPTIMAL,27.6551,27.6551,0.00,0.76,304,1230,2129
ht1_2-15_0.6_0.6_3,15,4,mix,OPTIMAL,32.0285,32.0285,0.00,9.41,7934,1170,2129
ht1_3-20_0.3_0.3_1,20,2,pbatch,OPTIMAL,14.1728,14.1728,0.00,2.19,691,1040,1839
ht1_3-20_0.3_0.3_1,20,2,mix,TIME_LIMIT,96.7823,47.5182,50.90,3600.20,3240340,1000,1839
ht1_3-20_0.3_0.3_1,20,3,pbatch,OPTIMAL,4.9074,4.9074,0.00,0.84,1,1540,2739
ht1_3-20_0.3_0.3_1,20,3,mix,TIME_LIMIT,35.4813,17.1684,51.61,3600.51,2512388,1480,2739
ht1_3-20_0.3_0.3_1,20,4,pbatch,OPTIMAL,4.9074,4.9074,0.00,0.78,1,2040,3639
ht1_3-20_0.3_0.3_1,20,4,mix,OPTIMAL,10.1666,10.1666,0.00,1061.89,350311,1960,3639
ht1_3-20_0.3_0.6_1,20,2,pbatch,OPTIMAL,29.2592,29.2592,0.00,1.32,1166,1040,1839
ht1_3-20_0.3_0.6_1,20,2,mix,TIME_LIMIT,116.5098,66.4964,42.93,3600.09,2496343,1000,1839
ht1_3-20_0.3_0.6_1,20,3,pbatch,OPTIMAL,19.9938,19.9938,0.00,0.94,143,1540,2739
ht1_3-20_0.3_0.6_1,20,3,mix,TIME_LIMIT,51.4813,32.1666,37.52,3600.07,1846639,1480,2739
ht1_3-20_0.3_0.6_1,20,4,pbatch,OPTIMAL,19.9938,19.9938,0.00,1.26,325,2040,3639
ht1_3-20_0.3_0.6_1,20,4,mix,OPTIMAL,26.1666,26.1666,0.00,1963.31,761921,1960,3639
ht1_3-20_0.6_0.3_3,20,2,pbatch,OPTIMAL,88.6134,88.6134,0.00,25.16,26174,1040,1839
ht1_3-20_0.6_0.3_3,20,2,mix,TIME_LIMIT,204.8261,106.3023,48.10,3600.22,2063506,1000,1839
ht1_3-20_0.6_0.3_3,20,3,pbatch,OPTIMAL,66.8394,66.8394,0.00,31.87,33405,1540,2739
ht1_3-20_0.6_0.3_3,20,3,mix,TIME_LIMIT,132.1957,65.2278,50.66,3600.19,1881572,1480,2739
ht1_3-20_0.6_0.3_3,20,4,pbatch,OPTIMAL,57.5739,57.5739,0.00,58.95,53448,2040,3639
ht1_3-20_0.6_0.3_3,20,4,mix,TIME_LIMIT,96.1267,57.9566,39.71,3600.31,1602965,1960,3639
ht1_3-20_0.6_0.6_3,20,2,pbatch,OPTIMAL,98.7097,98.7097,0.00,68.87,74042,1040,1839
ht1_3-20_0.6_0.6_3,20,2,mix,TIME_LIMIT,208.1230,103.9976,50.03,3600.12,1808784,1000,1839
ht1_3-20_0.6_0.6_3,20,3,pbatch,OPTIMAL,77.4912,77.4912,0.00,33.64,30427,1540,2739
ht1_3-20_0.6_0.6_3,20,3,mix,TIME_LIMIT,130.7506,80.1837,38.67,3600.36,1586247,1480,2739
ht1_3-20_0.6_0.6_3,20,4,pbatch,OPTIMAL,68.2257,68.2257,0.00,64.09,51147,2040,3639
ht1_3-20_0.6_0.6_3,20,4,mix,TIME_LIMIT,99.5791,70.4887,29.21,3600.64,1345512,1960,3639
ht2_2-25_0.3_0.3_1,25,2,pbatch,OPTIMAL,0.3518,0.3518,0.00,1.91,1,1550,2799
ht2_2-25_0.3_0.3_1,25,2,mix,TIME_LIMIT,179.5797,9.8454,94.52,3600.35,1870782,1500,2799
ht2_2-25_0.3_0.3_1,25,3,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.21,1,2300,4174
ht2_2-25_0.3_0.3_1,25,3,mix,TIME_LIMIT,73.4405,0.0000,100.00,3601.01,1239226,2225,4174
ht2_2-25_0.3_0.3_1,25,4,pbatch,OPTIMAL,0.0000,0.0000,0.00,1.52,1,3050,5549
ht2_2-25_0.3_0.3_1,25,4,mix,TIME_LIMIT,24.4677,0.0000,100.00,3600.27,993856,2950,5549
ht2_2-25_0.3_0.6_1,25,2,pbatch,OPTIMAL,7.8958,7.8958,0.00,2.02,1,1550,2799
ht2_2-25_0.3_0.6_1,25,2,mix,TIME_LIMIT,162.8636,24.3331,85.06,3600.43,2264942,1500,2799
ht2_2-25_0.3_0.6_1,25,3,pbatch,OPTIMAL,4.3518,4.3518,0.00,1.20,1,2300,4174
ht2_2-25_0.3_0.6_1,25,3,mix,TIME_LIMIT,67.7748,4.3518,93.58,3600.52,1100269,2225,4174
ht2_2-25_0.3_0.6_1,25,4,pbatch,OPTIMAL,4.3518,4.3518,0.00,1.41,1,3050,5549
ht2_2-25_0.3_0.6_1,25,4,mix,TIME_LIMIT,13.8759,4.3545,68.62,3600.09,1240480,2950,5549
ht2_2-25_0.6_0.3_3,25,2,pbatch,OPTIMAL,50.2051,50.2051,0.00,21.00,12091,1550,2799
ht2_2-25_0.6_0.3_3,25,2,mix,TIME_LIMIT,354.7841,61.2343,82.74,3600.40,2309498,1500,2799
ht2_2-25_0.6_0.3_3,25,3,pbatch,OPTIMAL,30.2829,30.2829,0.00,18.38,7614,2300,4174
ht2_2-25_0.6_0.3_3,25,3,mix,TIME_LIMIT,219.2124,32.3553,85.24,3600.94,995035,2225,4174
ht2_2-25_0.6_0.3_3,25,4,pbatch,OPTIMAL,27.3608,27.3608,0.00,17.86,9490,3050,5549
ht2_2-25_0.6_0.3_3,25,4,mix,TIME_LIMIT,154.4663,29.4008,80.97,3600.23,739714,2950,5549
ht2_2-25_0.6_0.6_3,25,2,pbatch,OPTIMAL,70.1662,70.1662,0.00,57.53,39574,1550,2799
ht2_2-25_0.6_0.6_3,25,2,mix,TIME_LIMIT,334.4742,65.4560,80.43,3600.36,1692618,1500,2799
ht2_2-25_0.6_0.6_3,25,3,pbatch,OPTIMAL,50.2440,50.2440,0.00,29.64,17853,2300,4174
ht2_2-25_0.6_0.6_3,25,3,mix,TIME_LIMIT,203.5799,50.4773,75.21,3600.86,991047,2225,4174
ht2_2-25_0.6_0.6_3,25,4,pbatch,OPTIMAL,43.9904,43.9904,0.00,29.71,4094,3050,5549
ht2_2-25_0.6_0.6_3,25,4,mix,TIME_LIMIT,146.7767,0.2582,99.82,3600.37,920255,2950,5549
ht2_1-30_0.3_0.3_1,30,2,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.11,0,2160,3959
ht2_1-30_0.3_0.3_1,30,2,mix,TIME_LIMIT,108.9698,0.0000,100.00,3600.39,1031835,2100,3959
ht2_1-30_0.3_0.3_1,30,3,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.16,0,3210,5909
ht2_1-30_0.3_0.3_1,30,3,mix,TIME_LIMIT,38.1105,0.0000,100.00,3600.12,1130788,3120,5909
ht2_1-30_0.3_0.3_1,30,4,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.11,0,4260,7859
ht2_1-30_0.3_0.3_1,30,4,mix,TIME_LIMIT,9.5013,0.0000,100.00,3601.46,1078247,4140,7859
ht2_1-30_0.3_0.6_1,30,2,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.21,1,2160,3959
ht2_1-30_0.3_0.6_1,30,2,mix,TIME_LIMIT,100.3714,0.0000,100.00,3600.91,1701873,2100,3959
ht2_1-30_0.3_0.6_1,30,3,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.12,1,3210,5909
ht2_1-30_0.3_0.6_1,30,3,mix,TIME_LIMIT,25.9963,0.0000,100.00,3600.20,1019509,3120,5909
ht2_1-30_0.3_0.6_1,30,4,pbatch,OPTIMAL,0.0000,0.0000,0.00,0.24,1,4260,7859
ht2_1-30_0.3_0.6_1,30,4,mix,OPTIMAL,0.0000,0.0000,0.00,51.20,6555,4140,7859
ht2_1-30_0.6_0.3_3,30,2,pbatch,OPTIMAL,12.8413,12.8413,0.00,4.92,361,2160,3959
ht2_1-30_0.6_0.3_3,30,2,mix,TIME_LIMIT,233.3774,14.9691,93.59,3600.68,981556,2100,3959
ht2_1-30_0.6_0.3_3,30,3,pbatch,OPTIMAL,8.0835,8.0835,0.00,2.24,1,3210,5909
ht2_1-30_0.6_0.3_3,30,3,mix,TIME_LIMIT,118.8884,0.0000,100.00,3600.39,1367233,3120,5909
ht2_1-30_0.6_0.3_3,30,4,pbatch,OPTIMAL,8.0835,8.0835,0.00,4.45,1,4260,7859
ht2_1-30_0.6_0.3_3,30,4,mix,TIME_LIMIT,67.4720,8.0666,88.04,3600.29,967478,4140,7859
ht2_1-30_0.6_0.6_3,30,2,pbatch,OPTIMAL,23.6609,23.6609,0.00,40.16,23820,2160,3959
ht2_1-30_0.6_0.6_3,30,2,mix,TIME_LIMIT,247.4069,22.1443,91.05,3600.54,1510712,2100,3959
ht2_1-30_0.6_0.6_3,30,3,pbatch,OPTIMAL,16.1580,16.1580,0.00,22.80,8400,3210,5909
ht2_1-30_0.6_0.6_3,30,3,mix,TIME_LIMIT,137.9790,9.3609,93.22,3600.27,1126847,3120,5909
ht2_1-30_0.6_0.6_3,30,4,pbatch,OPTIMAL,14.0870,14.0870,0.00,29.36,6985,4260,7859
ht2_1-30_0.6_0.6_3,30,4,mix,TIME_LIMIT,82.1391,8.3234,89.87,3600.53,997842,4140,7859
