cfg_id,SCORE,CAND,MOVE,HMARGIN,instance,n,M,obj,proven,gap_pct,time_s,nodes,status
54,sum,4,0.3,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0254739,2029,OPT
55,sum,4,0.3,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0254437,2058,OPT
56,sum,4,0.3,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.025034,2058,OPT
57,sum,4,0.5,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0247033,2029,OPT
58,sum,4,0.5,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0241755,2058,OPT
59,sum,4,0.5,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0241136,2058,OPT
60,sum,4,0.8,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0247187,2029,OPT
61,sum,4,0.8,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0243166,2058,OPT
62,sum,4,0.8,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0255576,2058,OPT
63,sum,8,0.3,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0253328,1928,OPT
64,sum,8,0.3,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0260808,1978,OPT
65,sum,8,0.3,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0254239,1978,OPT
66,sum,8,0.5,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0253279,1928,OPT
67,sum,8,0.5,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0252975,1978,OPT
68,sum,8,0.5,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0259112,1978,OPT
69,sum,8,0.8,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0249281,1928,OPT
70,sum,8,0.8,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.025318,1978,OPT
71,sum,8,0.8,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0245024,1978,OPT
72,sum,16,0.3,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.024488,1928,OPT
73,sum,16,0.3,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0246503,1978,OPT
74,sum,16,0.3,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.025417,1978,OPT
75,sum,16,0.5,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0246371,1928,OPT
76,sum,16,0.5,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0247491,1978,OPT
77,sum,16,0.5,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0247123,1978,OPT
78,sum,16,0.8,2,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0240812,1928,OPT
79,sum,16,0.8,4,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0239937,1978,OPT
80,sum,16,0.8,8,cal_n10_rdd0.6_M3_s1106,10,3,79.715,1,0,0.0236998,1978,OPT
0,spread,4,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0177226,1,OPT
1,spread,4,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017501,1,OPT
2,spread,4,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174313,1,OPT
3,spread,4,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0178017,1,OPT
4,spread,4,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175623,1,OPT
5,spread,4,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0184185,1,OPT
6,spread,4,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0192935,1,OPT
7,spread,4,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0192587,1,OPT
8,spread,4,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0187052,1,OPT
9,spread,8,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0184073,1,OPT
10,spread,8,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0193296,1,OPT
11,spread,8,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174726,1,OPT
12,spread,8,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0169303,1,OPT
13,spread,8,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173836,1,OPT
14,spread,8,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0172695,1,OPT
15,spread,8,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173491,1,OPT
16,spread,8,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176132,1,OPT
17,spread,8,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0172136,1,OPT
18,spread,16,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0178139,1,OPT
19,spread,16,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174185,1,OPT
20,spread,16,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175122,1,OPT
21,spread,16,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0169702,1,OPT
22,spread,16,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0169033,1,OPT
23,spread,16,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173536,1,OPT
24,spread,16,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175331,1,OPT
25,spread,16,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173398,1,OPT
26,spread,16,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173102,1,OPT
27,min,4,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176325,1,OPT
28,min,4,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0179963,1,OPT
29,min,4,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175477,1,OPT
30,min,4,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175868,1,OPT
31,min,4,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0169371,1,OPT
32,min,4,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174792,1,OPT
33,min,4,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173136,1,OPT
34,min,4,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0171286,1,OPT
35,min,4,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173328,1,OPT
36,min,8,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0181058,1,OPT
37,min,8,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0180672,1,OPT
38,min,8,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176591,1,OPT
39,min,8,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176523,1,OPT
40,min,8,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0170998,1,OPT
41,min,8,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173604,1,OPT
42,min,8,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0171434,1,OPT
43,min,8,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173572,1,OPT
44,min,8,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173839,1,OPT
45,min,16,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017562,1,OPT
46,min,16,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0177233,1,OPT
47,min,16,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017636,1,OPT
48,min,16,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174878,1,OPT
49,min,16,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0172392,1,OPT
50,min,16,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174266,1,OPT
51,min,16,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0169676,1,OPT
52,min,16,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174675,1,OPT
53,min,16,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0178608,1,OPT
54,sum,4,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173977,1,OPT
55,sum,4,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174993,1,OPT
56,sum,4,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173589,1,OPT
57,sum,4,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175573,1,OPT
58,sum,4,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174798,1,OPT
59,sum,4,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0171945,1,OPT
60,sum,4,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017265,1,OPT
61,sum,4,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175112,1,OPT
62,sum,4,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0173966,1,OPT
63,sum,8,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0178403,1,OPT
64,sum,8,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176575,1,OPT
65,sum,8,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017297,1,OPT
66,sum,8,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0177122,1,OPT
67,sum,8,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0175006,1,OPT
68,sum,8,0.5,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017229,1,OPT
69,sum,8,0.8,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0172049,1,OPT
70,sum,8,0.8,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017238,1,OPT
71,sum,8,0.8,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0171271,1,OPT
72,sum,16,0.3,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176098,1,OPT
73,sum,16,0.3,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.017757,1,OPT
74,sum,16,0.3,8,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0176696,1,OPT
75,sum,16,0.5,2,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0174133,1,OPT
76,sum,16,0.5,4,cal_n15_rdd0.3_M4_s1153,15,4,29.2222,1,0,0.0172497,1,OPT
